,0x0,0xffffffff,0x7fffffff,0xfffff000
FChromaticAberrationFilterHQ,0x71182338,0x8ee7dcc7,0xee7dcc7,0x7dcc78c6
FChromaticAberrationFilterDownSample,0x20de7b80,0xdf21847f,0x5f21847f,0x1847f8c7
VS_TangentFilter,0xd04dbd90,0x2fb2426f,0x2fb2426f,0x2426f8c8
PS_TangentFilter_Blur4,0x126928df,0xed96d720,0x6d96d720,0x6d7208c9
PS_TangentFilter_Blur8,0x1bdf64f4,0xe4209b0b,0x64209b0b,0x9b0b8ca
FTangentModifier,0x58b5908e,0xa74a6f71,0x274a6f71,0xa6f718cb
NullLightTexture,0xd7204801,0x28dfb7fe,0x28dfb7fe,0xfb7fe8cc
SpotLightTexture,0x99afda21,0x665025de,0x665025de,0x25de8cd
PointLightTexture,0xfc9633d,0xf0369cc2,0x70369cc2,0x69cc28ce
SpotPointLightTexture,0x66289e71,0x99d7618e,0x19d7618e,0x7618e8cf
FBruteForceLighting,0xbef4de6e,0x410b2191,0x410b2191,0xb21918d0
FBruteForceLightingNullLightTexture,0xcecb28e5,0x3134d71a,0x3134d71a,0x4d71a8d1
FBruteForceApproximateLighting,0x3d785a4a,0xc287a5b5,0x4287a5b5,0x7a5b58d2
calcScreenZtoViewDepth,0xd406e59e,0x2bf91a61,0x2bf91a61,0x91a618d3
calcScreenUVtoViewDepth,0xe2d3725e,0x1d2c8da1,0x1d2c8da1,0xc8da18d4
calcFog,0xd46fe5b9,0x2b901a46,0x2b901a46,0x1a468d5
FPrimitiveCalcTexCoord,0xd843c67a,0x27bc3985,0x27bc3985,0xc39858d6
FPrimitiveCalcTexCoordNormalize,0x1e69b7b5,0xe196484a,0x6196484a,0x6484a8d7
FPrimitiveCalcTexCoordTexel,0xda5c2764,0x25a3d89b,0x25a3d89b,0x3d89b8d8
calcZOffset,0x106623cf,0xef99dc30,0x6f99dc30,0x9dc308d9
FPrimitiveCalcPos,0x77c50e67,0x883af198,0x83af198,0xaf1988da
FPrimitiveCalcPosParticle,0x2f949c90,0xd06b636f,0x506b636f,0xb636f8db
FPrimitiveCalcPosParticleNT,0xcbdd9f78,0x34226087,0x34226087,0x260878dc
FPrimitiveCalcPosPolyline,0xb69857f1,0x4967a80e,0x4967a80e,0x7a80e8dd
FPrimitiveCalcPosCloudBillboard,0xebe90558,0x1416faa7,0x1416faa7,0x6faa78de
FPrimitiveCalcPosCloud,0xcf4a5e24,0x30b5a1db,0x30b5a1db,0x5a1db8df
FPrimitiveCalcDepthBlend,0x5b704f3a,0xa48fb0c5,0x248fb0c5,0xfb0c58e0
FPrimitiveCalcDepthBlendDefault,0x3b20138a,0xc4dfec75,0x44dfec75,0xfec758e1
FPrimitiveCalcVolumeBlend,0x84be7ca4,0x7b41835b,0x7b41835b,0x1835b8e2
FPrimitiveCalcVolumeBlendDefault,0x2e2b949d,0xd1d46b62,0x51d46b62,0x46b628e3
FPrimitiveCalcVolumeBlendPS,0x9ad88fa1,0x6527705e,0x6527705e,0x7705e8e4
FPrimitiveCalcVolumeBlendPSVolume,0x4ca481b0,0xb35b7e4f,0x335b7e4f,0xb7e4f8e5
FPrimitiveCalcVolumeBlendPSInvVolume,0x8c00e6ff,0x73ff1900,0x73ff1900,0xf19008e6
FPrimitiveCalcVolumeBlendPSDepthVolume,0x63ae5fdf,0x9c51a020,0x1c51a020,0x1a0208e7
FPrimitiveCalcPosVolumeBlendDepthVolume,0x4bd56c62,0xb42a939d,0x342a939d,0xa939d8e8
FPrimitiveCalcPosVolumeBlendDepthVolumeDefault,0x42fc84bb,0xbd037b44,0x3d037b44,0x37b448e9
FPrimitiveCalcFog,0x75b405d8,0x8a4bfa27,0xa4bfa27,0xbfa278ea
FPrimitiveCalcFogColor,0xb9d37838,0x462c87c7,0x462c87c7,0xc87c78eb
FPrimitiveCalcFogAlpha,0xf6509bb,0xf09af644,0x709af644,0xaf6448ec
FPrimitiveCalcFogBlend,0x741841f9,0x8be7be06,0xbe7be06,0x7be068ed
FPrimitiveCalcFogPS,0x308b81c9,0xcf747e36,0x4f747e36,0x47e368ee
FPrimitiveCalcFogPSDefault,0x96975d44,0x6968a2bb,0x6968a2bb,0x8a2bb8ef
FPrimitiveCalcShade,0x7541bb5e,0x8abe44a1,0xabe44a1,0xe44a18f0
FPrimitiveCalcShadeColor,0xc9d7b598,0x36284a67,0x36284a67,0x84a678f1
FPrimitiveCalcShadeColorRatio,0x64850ab0,0x9b7af54f,0x1b7af54f,0xaf54f8f2
FPrimitiveCalcEye,0x85646f7a,0x7a9b9085,0x7a9b9085,0xb90858f3
FPrimitiveCalcEyeDefault,0x2b6c9c2d,0xd49363d2,0x549363d2,0x363d28f4
FPrimitiveCalcNTB,0xc116f1f,0xf3ee90e0,0x73ee90e0,0xe90e08f5
FPrimitiveCalcNTBPolygon,0x777b48ac,0x8884b753,0x884b753,0x4b7538f6
FPrimitiveCalcNTBParticle,0x7a4dde03,0x85b221fc,0x5b221fc,0x221fc8f7
FPrimitiveCalcNTBPolyline,0xe3411562,0x1cbeea9d,0x1cbeea9d,0xeea9d8f8
FPrimitiveCalcNTBTessParticle,0xe8f37782,0x170c887d,0x170c887d,0xc887d8f9
FPrimitiveCalcDiffuse,0x6db2048c,0x924dfb73,0x124dfb73,0xdfb738fa
FPrimitiveCalcDiffuseNormalMap,0xb0a73f09,0x4f58c0f6,0x4f58c0f6,0x8c0f68fb
FPrimitiveUVClamp,0xffd0849a,0x2f7b65,0x2f7b65,0xf7b658fc
FPrimitiveUVClampDefault,0xb58a3f57,0x4a75c0a8,0x4a75c0a8,0x5c0a88fd
FPrimitiveParallax,0x2e1aa8a6,0xd1e55759,0x51e55759,0x557598fe
FPrimitiveParallaxDefault,0x976a1bba,0x6895e445,0x6895e445,0x5e4458ff
FPrimitiveParallaxScale,0x40897ed6,0xbf768129,0x3f768129,0x68129900
FPrimitiveParallaxScaleDefault,0xf23ae953,0xdc516ac,0xdc516ac,0x516ac901
FPrimitiveCalcSpecular,0x3130bf2a,0xcecf40d5,0x4ecf40d5,0xf40d5902
FPrimitiveCalcSpecularDefault,0x4504d973,0xbafb268c,0x3afb268c,0xb268c903
FPrimitiveDepthComparison,0x38282d9,0xfc7d7d26,0x7c7d7d26,0xd7d26904
FPrimitiveDepthComparisonEnable,0x4f0da3f8,0xb0f25c07,0x30f25c07,0x25c07905
FPrimitiveCloudEnv,0x5d9bbe1,0xfa26441e,0x7a26441e,0x6441e906
FPrimitiveCloudEnvDefault,0x4a029a4c,0xb5fd65b3,0x35fd65b3,0xd65b3907
FPrimitiveCloudColor,0x202c6c94,0xdfd3936b,0x5fd3936b,0x3936b908
FPrimitiveCloudColorDefault,0xec51c976,0x13ae3689,0x13ae3689,0xe3689909
FPrimitiveTessellate,0xb97c4890,0x4683b76f,0x4683b76f,0x3b76f90a
FPrimitiveTessellateParticle,0x9601d587,0x69fe2a78,0x69fe2a78,0xe2a7890b
VS_Primitive,0x447704b5,0xbb88fb4a,0x3b88fb4a,0x8fb4a90c
PS_Primitive,0xab4aa155,0x54b55eaa,0x54b55eaa,0x55eaa90d
VS_CloudPrimitive,0xfec5a29e,0x13a5d61,0x13a5d61,0xa5d6190e
PS_CloudPrimitive,0x59f11596,0xa60eea69,0x260eea69,0xeea6990f
VS_PrimitiveTessellate,0xd3a9cad4,0x2c56352b,0x2c56352b,0x6352b910
PrimitiveConstHS,0x66df7f6d,0x99208092,0x19208092,0x8092911
HS_PrimitiveTessellate,0xb1ecfc15,0x4e1303ea,0x4e1303ea,0x303ea912
DS_PrimitiveTessellate,0x540e4915,0xabf1b6ea,0x2bf1b6ea,0x1b6ea913
PS_PrimitiveTessellate,0xa1589054,0x5ea76fab,0x5ea76fab,0x76fab914
calcZOffset2D,0x331d6992,0xcce2966d,0x4ce2966d,0x2966d915
FPrimitive2DVirtualScreen,0x8f44bc45,0x70bb43ba,0x70bb43ba,0xb43ba916
FPrimitive2DVirtualScreenFullScreen,0x6d2066aa,0x92df9955,0x12df9955,0xf9955917
FPrimitive2DVirtualScreenPanScan,0x7da431a2,0x825bce5d,0x25bce5d,0xbce5d918
FPrimitive2DVirtualScreenLetterBox,0xdb8fc4a8,0x24703b57,0x24703b57,0x3b57919
FPrimitive2DCalcPos,0x91cba3ef,0x6e345c10,0x6e345c10,0x45c1091a
FPrimitive2DCalcPosPolyline,0x8da4283f,0x725bd7c0,0x725bd7c0,0xbd7c091b
FPrimitive2DCalcPosSprite,0xbfb97d79,0x40468286,0x40468286,0x6828691c
FPrimitive2DCalcPosLensFlare,0x6716891,0xf98e976e,0x798e976e,0xe976e91d
FPrimitive2DCalcTexCoord,0xe46e8591,0x1b917a6e,0x1b917a6e,0x17a6e91e
FPrimitive2DCalcTexCoordNormalize,0xdccaf207,0x23350df8,0x23350df8,0x50df891f
FPrimitive2DCalcTexCoordTexel,0x4f9f8a35,0xb06075ca,0x306075ca,0x75ca920
FPrimitive2DLensFlareIntensity,0xdd7b25c0,0x2284da3f,0x2284da3f,0x4da3f921
FPrimitive2DLensFlareIntensityDefault,0xeda382d7,0x125c7d28,0x125c7d28,0xc7d28922
VS_Primitive2D,0x43c71994,0xbc38e66b,0x3c38e66b,0x8e66b923
PS_Primitive2D,0xbb055222,0x44faaddd,0x44faaddd,0xaaddd924
FWaterWPosProt,0x1a3d94f1,0xe5c26b0e,0x65c26b0e,0x26b0e925
FWaterWPosProtFromModel,0xfda8fa3b,0x25705c4,0x25705c4,0x705c4926
FWaterUnitProt,0xc43d728e,0x3bc28d71,0x3bc28d71,0x28d71927
FWaterUnitProtFromModel,0xbf39a786,0x40c65879,0x40c65879,0x65879928
calcWavePhase,0x4099249,0xfbf66db6,0x7bf66db6,0x66db6929
calcWaveHeight,0xf64eb347,0x9b14cb8,0x9b14cb8,0x14cb892a
calcWavePlane,0x74076902,0x8bf896fd,0xbf896fd,0x896fd92b
FWaterDetailCoodinate,0xc78a3009,0x3875cff6,0x3875cff6,0x5cff692c
FWaterDetailWorldCoodinate,0x4960f6eb,0xb69f0914,0x369f0914,0xf091492d
FWaterDetailTextureCoodinate,0x36b0e3a1,0xc94f1c5e,0x494f1c5e,0xf1c5e92e
FWaterRipple,0x9ba24be2,0x645db41d,0x645db41d,0xdb41d92f
FWaterRippleFrustum,0x1750e422,0xe8af1bdd,0x68af1bdd,0xf1bdd930
FWaterRippleDisable,0x11fe930f,0xee016cf0,0x6e016cf0,0x16cf0931
FWaterNormal,0x127342e3,0xed8cbd1c,0x6d8cbd1c,0xcbd1c932
FWaterDetailNormal,0xc2b55fb8,0x3d4aa047,0x3d4aa047,0xaa047933
FWaterDetailNormalMulti,0x8dd0b917,0x722f46e8,0x722f46e8,0xf46e8934
calcFluctuation,0x431f430b,0xbce0bcf4,0x3ce0bcf4,0xbcf4935
FWaterCaustics,0x43678a6c,0xbc987593,0x3c987593,0x87593936
FWaterCausticsDisable,0xd176396c,0x2e89c693,0x2e89c693,0x9c693937
FWaterCausticsFilter,0x2825c11a,0xd7da3ee5,0x57da3ee5,0xa3ee5938
FWaterReflection,0x65f4c510,0x9a0b3aef,0x1a0b3aef,0xb3aef939
FWaterReflectionEnvironmentMap,0x9089bff5,0x6f76400a,0x6f76400a,0x6400a93a
FWaterRefraction,0xc9846095,0x367b9f6a,0x367b9f6a,0xb9f6a93b
FWaterRefractionScene,0xc67c40e6,0x3983bf19,0x3983bf19,0x3bf1993c
FWaterRefractionOcean,0x7326ff22,0x8cd900dd,0xcd900dd,0x900dd93d
FWaterBubbleCoordinate,0x5a81d803,0xa57e27fc,0x257e27fc,0xe27fc93e
FWaterBubbleWorldCoordinate,0x989ab471,0x67654b8e,0x67654b8e,0x54b8e93f
FWaterBubbleTextureCoordinate,0xc51e9aac,0x3ae16553,0x3ae16553,0x16553940
getBubbleColor,0x7be4776,0xf841b889,0x7841b889,0x1b889941
FWaterBubbleMask,0x878d9807,0x787267f8,0x787267f8,0x267f8942
FWaterBubbleMapMask,0x8501895f,0x7afe76a0,0x7afe76a0,0xe76a0943
FWaterBubbleColor,0xde130fbd,0x21ecf042,0x21ecf042,0xcf042944
FWaterBubbleMaskColor,0xf06cf4e9,0xf930b16,0xf930b16,0x30b16945
FWaterBubbleColorAdd,0xbf7058b,0xf408fa74,0x7408fa74,0x8fa74946
FWaterBubble,0xd8d6dbf0,0x2729240f,0x2729240f,0x9240f947
FWaterBubbleNormal,0x4d3bb84e,0xb2c447b1,0x32c447b1,0x447b1948
FWaterBubbleDepth,0x42e65b3d,0xbd19a4c2,0x3d19a4c2,0x9a4c2949
FWaterBubbleHeight,0x99f335a5,0x660cca5a,0x660cca5a,0xcca5a94a
FWaterShadow,0x4680a82a,0xb97f57d5,0x397f57d5,0xf57d594b
FWaterShadowDisable,0x11e336ef,0xee1cc910,0x6e1cc910,0xcc91094c
FWaterVolumeBlend,0x25b07800,0xda4f87ff,0x5a4f87ff,0xf87ff94d
FWaterVolumeBlendDisable,0xe0a2ac79,0x1f5d5386,0x1f5d5386,0xd538694e
FWaterTransform,0x49480c1a,0xb6b7f3e5,0x36b7f3e5,0x7f3e594f
WaterWindEffect,0xaef5257e,0x510ada81,0x510ada81,0xada81950
FWaterWindTransform,0xf2968e3f,0xd6971c0,0xd6971c0,0x971c0951
FWaterTransformVTF,0x131b57a4,0xece4a85b,0x6ce4a85b,0x4a85b952
VS_Water,0xe55ea0e3,0x1aa15f1c,0x1aa15f1c,0x15f1c953
PS_Water,0x2331a964,0xdcce569b,0x5cce569b,0xe569b954
VS_WaterMask,0x36b7b995,0xc948466a,0x4948466a,0x8466a955
PS_WaterMask,0xd98a1c75,0x2675e38a,0x2675e38a,0x5e38a956
FWaterCombiner,0x273cc122,0xd8c33edd,0x58c33edd,0x33edd957
VS_WaterShadowMap,0x35c2d787,0xca3d2878,0x4a3d2878,0xd2878958
PS_WaterShadowMap,0x92f6608f,0x6d099f70,0x6d099f70,0x99f70959
FWaterShadowFace,0x19feeb35,0xe60114ca,0x660114ca,0x114ca95a
FWaterShadowReceiveCascadeLSM,0x1a5cc1ef,0xe5a33e10,0x65a33e10,0x33e1095b
FWaterShadowReceiveSingleLSM,0x2b27e9e5,0xd4d8161a,0x54d8161a,0x8161a95c
FWaterShadowReceive,0x31d54a8f,0xce2ab570,0x4e2ab570,0xab57095d
encodeRippleHeight,0x36a3a259,0xc95c5da6,0x495c5da6,0xc5da695e
decodeRippleHeight,0x6c7b00a2,0x9384ff5d,0x1384ff5d,0x4ff5d95f
VS_WaterRipple,0xcbf4f8b3,0x340b074c,0x340b074c,0xb074c960
PS_WaterRipple,0x3336b305,0xccc94cfa,0x4cc94cfa,0x94cfa961
FWaterHeight2Normal,0xd21bcdad,0x2de43252,0x2de43252,0x43252962
VS_WaterWPosB,0x3f63cde9,0xc09c3216,0x409c3216,0xc3216963
PS_WaterWPosB,0x9f861234,0x6079edcb,0x6079edcb,0x9edcb964
FGUICalcPosition,0xfbf4b232,0x40b4dcd,0x40b4dcd,0xb4dcd965
FGUICalcPosition2D,0x1507be22,0xeaf841dd,0x6af841dd,0x841dd966
FGUICalcPosition3D,0xc1c8f63,0xf3e3709c,0x73e3709c,0x3709c967
FGUICalcPositionDev,0x62f27cdf,0x9d0d8320,0x1d0d8320,0xd8320968
FGUICalcPositionDev2D,0x820b4532,0x7df4bacd,0x7df4bacd,0x4bacd969
FGUICalcPositionDev3D,0x9b107473,0x64ef8b8c,0x64ef8b8c,0xf8b8c96a
FGUICalcUV,0x55b3fa7a,0xaa4c0585,0x2a4c0585,0xc058596b
FGUICalcUVWrap,0x6430911d,0x9bcf6ee2,0x1bcf6ee2,0xf6ee296c
FGUICalcUVClamp,0x3bafbf0b,0xc45040f4,0x445040f4,0x40f496d
FGUICalcUVAlphaMask,0xbcd88b5d,0x432774a2,0x432774a2,0x774a296e
FGUICalcUVAlphaMaskOn,0xe94dc803,0x16b237fc,0x16b237fc,0x237fc96f
FGUIGetVertexColor,0xbe933df4,0x416cc20b,0x416cc20b,0xcc20b970
FGUIGetVertexColorStatic,0x30eb977b,0xcf146884,0x4f146884,0x46884971
FGUICalcColorScaling,0x188af871,0xe775078e,0x6775078e,0x5078e972
FGUICalcColorScalingOn,0x19702779,0xe68fd886,0x668fd886,0xfd886973
FGUICalcColorAttribute,0x1f165b28,0xe0e9a4d7,0x60e9a4d7,0x9a4d7974
FGUICalcColorAttributeOn,0x3dd634aa,0xc229cb55,0x4229cb55,0x9cb55975
FGUICalcColorAlphaMask,0x9dbd309d,0x6242cf62,0x6242cf62,0x2cf62976
FGUICalcColorAlphaMaskWrite,0x6c7ed74f,0x938128b0,0x138128b0,0x128b0977
FGUICalcColorAlphaMaskApply,0xac3a210f,0x53c5def0,0x53c5def0,0x5def0978
FGUICalcColor,0x653c5ff5,0x9ac3a00a,0x1ac3a00a,0x3a00a979
FGUITextureSampling,0x1950e300,0xe6af1cff,0x66af1cff,0xf1cff97a
FGUITextureAlphaOnlySampling,0x7ab4ddd4,0x854b222b,0x54b222b,0xb222b97b
VS_GUI_Polygon,0x3fd1b588,0xc02e4a77,0x402e4a77,0xe4a7797c
VS_GUI_Texture,0x7a1399e8,0x85ec6617,0x5ec6617,0xc661797d
VS_GUI_Blend,0x26d0efb6,0xd92f1049,0x592f1049,0xf104997e
VS_GUI_Dev,0x5d449b28,0xa2bb64d7,0x22bb64d7,0xb64d797f
PS_GUI_Polygon,0xc713fe3e,0x38ec01c1,0x38ec01c1,0xc01c1980
PS_GUI_Texture,0x82d1d25e,0x7d2e2da1,0x7d2e2da1,0xe2da1981
PS_GUI_Blend,0xc9ed4a56,0x3612b5a9,0x3612b5a9,0x2b5a9982
PS_GUI_Dev,0x505aeb6f,0xafa51490,0x2fa51490,0x51490983
PS_GUI_DistanceField,0x27c1989b,0xd83e6764,0x583e6764,0xe6764984
FDegamma,0x60ccfcec,0x9f330313,0x1f330313,0x30313985
FDegammaDesable,0x46a9536e,0xb956ac91,0x3956ac91,0x6ac91986
FYUVDecoder,0x702f8ff,0xf8fd0700,0x78fd0700,0xd0700987
getYUV,0x37151958,0xc8eae6a7,0x48eae6a7,0xae6a7988
CalcYCbCrDecode,0x9d460c0e,0x62b9f3f1,0x62b9f3f1,0x9f3f1989
FYCbCr2020Decoder,0x79b65ffc,0x8649a003,0x649a003,0x9a00398a
FYCbCr601_ERDecoder,0x2bf6dce0,0xd409231f,0x5409231f,0x9231f98b
FYCbCr709Decoder,0x5912cc9b,0xa6ed3364,0x26ed3364,0xd336498c
FYCbCr709_ERDecoder,0x4ca3e420,0xb35c1bdf,0x335c1bdf,0xc1bdf98d
FYUVMultiDecoder,0x57042617,0xa8fbd9e8,0x28fbd9e8,0xbd9e898e
FProjectionTextureColor,0xb2ffe509,0x4d001af6,0x4d001af6,0x1af698f
FProjectionTextureColorR,0x2e099814,0xd1f667eb,0x51f667eb,0x667eb990
FProjectionTextureColorG,0x43d47cff,0xbc2b8300,0x3c2b8300,0xb8300991
FProjectionTextureColorB,0x33be8870,0xcc41778f,0x4c41778f,0x1778f992
FProjectionTextureColorA,0xaab7d9ca,0x55482635,0x55482635,0x82635993
getProjectionTexture,0xb5cbeee6,0x4a341119,0x4a341119,0x41119994
FProjectionTexture,0x30727485,0xcf8d8b7a,0x4f8d8b7a,0xd8b7a995
VS_TextureBlend,0x330f5ab7,0xccf0a548,0x4cf0a548,0xa548996
PS_TextureBlend,0x11f58e45,0xee0a71ba,0x6e0a71ba,0xa71ba997
PS_TextureBlendCube,0xd4d6b509,0x2b294af6,0x2b294af6,0x94af6998
convRot,0x6cf33a76,0x930cc589,0x130cc589,0xcc589999
FGPUParticleCalcPos,0x7c1d87c7,0x83e27838,0x3e27838,0x2783899a
FGPUParticleCalcPosParticle,0x11ea7b6e,0xee158491,0x6e158491,0x5849199b
FGPUParticleCalcPosLineParticle,0xc8ae6d4f,0x375192b0,0x375192b0,0x192b099c
FGPUParticleCalcPosPolylineParticle,0x178ca377,0xe8735c88,0x68735c88,0x35c8899d
FGPUParticleIntensity,0xf3d2d62,0xf0c2d29d,0x70c2d29d,0x2d29d99e
FGPUParticleIntensityDefault,0x8a2a1e06,0x75d5e1f9,0x75d5e1f9,0x5e1f999f
FGPUParticleCalcTexCoord,0x585b1d1e,0xa7a4e2e1,0x27a4e2e1,0x4e2e19a0
FGPUParticleCalcTexCoordNone,0x4765e227,0xb89a1dd8,0x389a1dd8,0xa1dd89a1
FGPUParticleCalcTexCoordDefault,0xe5301602,0x1acfe9fd,0x1acfe9fd,0xfe9fd9a2
FGPUParticleCalcTexCoordPolyline,0x374c94ff,0xc8b36b00,0x48b36b00,0x36b009a3
FGPUParticleSample,0xf82ee8ad,0x7d11752,0x7d11752,0x117529a4
FGPUParticleSampleNoTexture,0xab81766,0xf547e899,0x7547e899,0x7e8999a5
FGPUParticleSampleBaseMap,0x8a334bda,0x75ccb425,0x75ccb425,0xcb4259a6
FGPUParticleSampleBaseMapLin,0xb4b776b3,0x4b48894c,0x4b48894c,0x8894c9a7
FGPUParticleToneMap,0xa8b1045c,0x574efba3,0x574efba3,0xefba39a8
FGPUParticleToneMapDefault,0xf67fe8d8,0x9801727,0x9801727,0x17279a9
FGPUParticleToneMapNone,0x7ca30314,0x835cfceb,0x35cfceb,0xcfceb9aa
FGPUParticleCalcDepthBlend,0x4be06add,0xb41f9522,0x341f9522,0xf95229ab
FGPUParticleCalcDepthBlendNone,0xf1acebb7,0xe531448,0xe531448,0x314489ac
FGPUParticleCalcDepthBlendDefault,0x2b596f19,0xd4a690e6,0x54a690e6,0x690e69ad
FGPUParticleFogVS,0x73dcf090,0x8c230f6f,0xc230f6f,0x30f6f9ae
FGPUParticleFogVSColor,0x7076b03b,0x8f894fc4,0xf894fc4,0x94fc49af
FGPUParticleFogVSAlpha,0xc6c0c1b8,0x393f3e47,0x393f3e47,0xf3e479b0
FGPUParticleFogVSBlend,0xbdbd89fa,0x42427605,0x42427605,0x276059b1
FGPUParticleFogPS,0x25865716,0xda79a8e9,0x5a79a8e9,0x9a8e99b2
FGPUParticleFogPSDefault,0x902cb2c6,0x6fd34d39,0x6fd34d39,0x34d399b3
FGPUParticleVSAlphaClip,0x758cb1fa,0x8a734e05,0xa734e05,0x34e059b4
FGPUParticleVSAlphaClipDefault,0x158c9139,0xea736ec6,0x6a736ec6,0x36ec69b5
FGpuParticleLevelCorrection,0x7cdb73a4,0x83248c5b,0x3248c5b,0x48c5b9b6
FGpuParticleLevelCorrectionLinear,0x9a33dbce,0x65cc2431,0x65cc2431,0xc24319b7
FGpuParticleLevelCorrectionNeg,0x857bc668,0x7a843997,0x7a843997,0x439979b8
FGpuParticleLevelCorrectionPos,0x73f674e5,0x8c098b1a,0xc098b1a,0x98b1a9b9
VS_GpuParticle,0x8da34a9e,0x725cb561,0x725cb561,0xcb5619ba
VS_GpuParticle2,0xdefa304,0xf2105cfb,0x72105cfb,0x5cfb9bb
calcPos,0xd61eee06,0x29e111f9,0x29e111f9,0x111f99bc
GS_GpuParticle,0x761e9784,0x89e1687b,0x9e1687b,0x1687b9bd
PS_GpuParticle,0x75610128,0x8a9efed7,0xa9efed7,0xefed79be
VS_LightShaft,0x2cc189f2,0xd33e760d,0x533e760d,0xe760d9bf
calcLightShaftSearchLength,0x4f87fd92,0xb078026d,0x3078026d,0x8026d9c0
PS_LightShaft,0x8c24562f,0x73dba9d0,0x73dba9d0,0xba9d09c1
FMarkPoint,0xea304e42,0x15cfb1bd,0x15cfb1bd,0xfb1bd9c2
FMarkLine,0x2cb2d00c,0xd34d2ff3,0x534d2ff3,0xd2ff39c3
FMarkLoopPoint,0x59285873,0xa6d7a78c,0x26d7a78c,0x7a78c9c4
FMarkLoopLine,0x52decff4,0xad21300b,0x2d21300b,0x1300b9c5
FMarkDisable,0xc93213d4,0x36cdec2b,0x36cdec2b,0xdec2b9c6
FMark,0xf693d8a7,0x96c2758,0x96c2758,0xc27589c7
FGrassMaterialNormal,0x8661398a,0x799ec675,0x799ec675,0xec6759c8
FGrassInput,0x64f56af8,0x9b0a9507,0x1b0a9507,0xa95079c9
FGrassCompressedInput,0xd10c58f9,0x2ef3a706,0x2ef3a706,0x3a7069ca
FGrassPosition,0xff3d9ca1,0xc2635e,0xc2635e,0x2635e9cb
FGrassBillboardPosition,0xbf001e5,0xf40ffe1a,0x740ffe1a,0xffe1a9cc
FGrassChainPosition,0x2b99b294,0xd4664d6b,0x54664d6b,0x64d6b9cd
FGrassUV,0x833d2968,0x7cc2d697,0x7cc2d697,0x2d6979ce
FGrassBillboardUV,0x1fc8cbb7,0xe0373448,0x60373448,0x734489cf
FGrassChainUV,0x51c804c9,0xae37fb36,0x2e37fb36,0x7fb369d0
FGrassNormal,0x8ae888e5,0x7517771a,0x7517771a,0x7771a9d1
FGrassBillboardNormal,0xcecbef73,0x3134108c,0x3134108c,0x4108c9d2
FGrassChainNormal,0x4ebc8536,0xb1437ac9,0x31437ac9,0x37ac99d3
FGrassTangent,0x53b6569e,0xac49a961,0x2c49a961,0x9a9619d4
FGrassBillboardTangent,0x4a9e4388,0xb561bc77,0x3561bc77,0x1bc779d5
FGrassChainTangent,0x4ca881fd,0xb3577e02,0x33577e02,0x77e029d6
FGrassCosSin,0x86e8dfe0,0x7917201f,0x7917201f,0x7201f9d7
FGrassCosSinFromAngle,0x76afbfb8,0x89504047,0x9504047,0x40479d8
FGrassShapeInvisible,0x45457fb2,0xbaba804d,0x3aba804d,0xa804d9d9
FGrassXZRotate,0xa5c46d78,0x5a3b9287,0x5a3b9287,0xb92879da
FGrassXZRotateEnable,0x5443178e,0xabbce871,0x2bbce871,0xce8719db
FGrassUVSwitchDisable,0x7b0d0986,0x84f2f679,0x4f2f679,0x2f6799dc
FGrassUVSwitch,0xa1010bc9,0x5efef436,0x5efef436,0xef4369dd
FGrassUVMixer,0x94690405,0x6b96fbfa,0x6b96fbfa,0x6fbfa9de
FGrassUVMixerEnable,0xed7552d2,0x128aad2d,0x128aad2d,0xaad2d9df
FPerVertexShadowFilter4x4,0x557fdc67,0xaa802398,0x2a802398,0x23989e0
getDepthColumn6,0xce9837b8,0x3167c847,0x3167c847,0x7c8479e1
FPerVertexShadowFilter6x6,0xb8f56925,0x470a96da,0x470a96da,0xa96da9e2
getDepthColumn8,0x29201abf,0xd6dfe540,0x56dfe540,0xfe5409e3
FPerVertexShadowFilter8x8,0x55d36928,0xaa2c96d7,0x2a2c96d7,0xc96d79e4
FFixedCoordinate,0x8c9e8b57,0x736174a8,0x736174a8,0x174a89e5
FGrassDiffuse,0xd90d8b07,0x26f274f8,0x26f274f8,0x274f89e6
FGrassFade,0xf18ed811,0xe7127ee,0xe7127ee,0x127ee9e7
FBRDFGrassDiffuse,0x32301014,0xcdcfefeb,0x4dcfefeb,0xfefeb9e8
FBRDFGrassDefault,0x7fcfc6ba,0x80303945,0x303945,0x39459e9
FBRDFGrassDiffuseSimple,0xe9b42664,0x164bd99b,0x164bd99b,0xbd99b9ea
FGrassAdjustNormal,0x624368e,0xf9dbc971,0x79dbc971,0xbc9719eb
FGrassAdjustNormalDisable,0x9bd8d7ca,0x64272835,0x64272835,0x728359ec
FGrassIllumination,0x32be0f90,0xcd41f06f,0x4d41f06f,0x1f06f9ed
FGrassLightMask,0xa7b8535a,0x5847aca5,0x5847aca5,0x7aca59ee
FGrassPerVertexLightMask,0xbd9d16d0,0x4262e92f,0x4262e92f,0x2e92f9ef
FGrassPerVertexShading,0x32c2dd84,0xcd3d227b,0x4d3d227b,0xd227b9f0
FGrassPerPixelLightMask,0x2572389d,0xda8dc762,0x5a8dc762,0xdc7629f1
FGrassUsePosition,0xd3e3b93e,0x2c1c46c1,0x2c1c46c1,0xc46c19f2
