,0x0,0xffffffff,0x7fffffff
FFogDistanceTable,0x7cad1bdc,0x8352e423,0x352e423
FFogDistanceTableEst,0x5fa8d1ce,0xa0572e31,0x20572e31
FFogVTF,0xf77c779d,0x8838862,0x8838862
FFogVTFNone,0x6165b918,0x9e9a46e7,0x1e9a46e7
FFogVTFDistance,0xfe5af6a5,0x1a5095a,0x1a5095a
FFogVTFDistanceEst,0xcc81688d,0x337e9772,0x337e9772
FFogVTFDistanceColorTable,0x27d3dc2,0xfd82c23d,0x7d82c23d
FFogVTFDistanceColorTableEst,0xc1d0e3a,0xf3e2f1c5,0x73e2f1c5
FFogVTFDistanceTable,0xc7369e8a,0x38c96175,0x38c96175
FFogVTFDistanceTableEst,0x16b0a5b5,0xe94f5a4a,0x694f5a4a
FFilterColorFogBlend,0x33750271,0xcc8afd8e,0x4c8afd8e
FFilterColorFogComposite,0xb0cbf9eb,0x4f340614,0x4f340614
base,0xc0b4fe61,0x3f4b019e,0x3f4b019e
FFilterFogTable,0xf3c07bdd,0xc3f8422,0xc3f8422
nm1_x,0x6f3826dd,0x90c7d922,0x10c7d922
n_x,0xdef587ad,0x210a7852,0x210a7852
np1_x,0xcd4ba99f,0x32b45660,0x32b45660
np2_x,0xcf0d17c6,0x30f2e839,0x30f2e839
nm1_y,0x183f164b,0xe7c0e9b4,0x67c0e9b4
n_y,0xa9f2b73b,0x560d48c4,0x560d48c4
np1_y,0xba4c9909,0x45b366f6,0x45b366f6
np2_y,0xb80a2750,0x47f5d8af,0x47f5d8af
dt,0x17200979,0xe8dff686,0x68dff686
ym,0x8c27cda5,0x73d8325a,0x73d8325a
FJointMatrix,0xd35b5efd,0x2ca4a102,0x2ca4a102
float3x4,0x6662d8ff,0x999d2700,0x199d2700
FJointMatrixPF,0x491c9b56,0xb6e364a9,0x36e364a9
FJointMatrixFromCBuf,0xda99521d,0x2566ade2,0x2566ade2
FJointMatrixPFFromCBuf,0x3a701c8e,0xc58fe371,0x458fe371
FJointMatrixExFromCBuf,0x1d044d62,0xe2fbb29d,0x62fbb29d
FSkinning,0xa437d7ea,0x5bc82815,0x5bc82815
FSkinningNone,0xaf1aeadd,0x50e51522,0x50e51522
FSkinning1Weight,0x5b38bf46,0xa4c740b9,0x24c740b9
FSkinning2Weight,0x6ad0a5db,0x952f5a24,0x152f5a24
FSkinning4Weight,0x90090e1,0xf6ff6f1e,0x76ff6f1e
FSkinning4WeightBranch,0xbfe5ca91,0x401a356e,0x401a356e
FSkinning8Weight,0xcea0fa95,0x315f056a,0x315f056a
FSkinning8WeightBranch,0x255f736a,0xdaa08c95,0x5aa08c95
FSkinningPF,0xd8fb5328,0x2704acd7,0x2704acd7
FSkinningPFNone,0xab9eda59,0x546125a6,0x546125a6
FSkinningPF1Weight,0x88977dd4,0x7768822b,0x7768822b
FSkinningPF2Weight,0xb97f6749,0x468098b6,0x468098b6
FSkinningPF4Weight,0xdaaf5273,0x2550ad8c,0x2550ad8c
FSkinningPF4WeightBranch,0xe6594458,0x19a6bba7,0x19a6bba7
FSkinningPF8Weight,0x1d0f3807,0xe2f0c7f8,0x62f0c7f8
FSkinningPF8WeightBranch,0x7ce3fda3,0x831c025c,0x31c025c
getSHdiffuse,0x7b54f194,0x84ab0e6b,0x4ab0e6b
vN,0xa9d8a018,0x56275fe7,0x56275fe7
vNormal,0x853ff61e,0x7ac009e1,0x7ac009e1
vB,0xa06eec33,0x5f9113cc,0x5f9113cc
fC,0x9dabcef4,0x6254310b,0x6254310b
FSHDiffuse,0x3df98be9,0xc2067416,0x42067416
FSHDiffuseDisable,0x25d26142,0xda2d9ebd,0x5a2d9ebd
FDistanceAttenuation,0x94b4c2d5,0x6b4b3d2a,0x6b4b3d2a
attenuation,0xff3be894,0xc4176b,0xc4176b
atten,0x67558d1a,0x98aa72e5,0x18aa72e5
FDistanceAttenuationSquareLaw,0xc0e7def9,0x3f182106,0x3f182106
getAngularAttenuation,0xe7830bfb,0x187cf404,0x187cf404
wSpotDir,0x58308bbe,0xa7cf7441,0x27cf7441
spotParams,0x261b7971,0xd9e4868e,0x59e4868e
falloff,0x4f6d2cf8,0xb092d307,0x3092d307
CosAlpha,0xe57bb877,0x1a844788,0x1a844788
AngularAtten,0xd7671231,0x2898edce,0x2898edce
calcLightMask,0xc05b2a3b,0x3fa4d5c4,0x3fa4d5c4
mask0,0xd27d804e,0x2d827fb1,0x2d827fb1
mask1,0xa57ab0d8,0x5a854f27,0x5a854f27
FIsOutOfRange,0xdd039f3d,0x22fc60c2,0x22fc60c2
bool,0x55813692,0xaa7ec96d,0x2a7ec96d
lpos,0x2f2ca819,0xd0d357e6,0x50d357e6
FDeferredLightingGetClearColorLightBuffer,0xbf112a1e,0x40eed5e1,0x40eed5e1
FDeferredLightingGetClearColorLightBufferLog,0xa4114c3a,0x5beeb3c5,0x5beeb3c5
FDeferredLightingEncodeOutput,0x756dd767,0x8a922898,0xa922898
FDeferredLightingDecodeInput,0x3451e696,0xcbae1969,0x4bae1969
FDeferredLightingDecodeInputExponent,0xe887f149,0x17780eb6,0x17780eb6
FDeferredLightingDecodeInputLog,0x5aa4df5b,0xa55b20a4,0x255b20a4
FDeferredLightingEncodeNormal,0x9836ab1d,0x67c954e2,0x67c954e2
FDeferredLightingDecodeNormal,0x20b26036,0xdf4d9fc9,0x5f4d9fc9
enc,0x9e98a612,0x616759ed,0x616759ed
fenc,0x5ed008c3,0xa12ff73c,0x212ff73c
FDeferredLightingDecodeNormalSpheremapLUT,0x27521f66,0xd8ade099,0x58ade099
FDeferredLightingEncodeLinearDepth,0x55b967d7,0xaa469828,0x2a469828
linearDepth,0x867a41ab,0x7985be54,0x7985be54
bitShift,0xdb99dd12,0x246622ed,0x246622ed
bitMask,0x5cf5293d,0xa30ad6c2,0x230ad6c2
FDeferredLightingDecodeLinearDepth,0x88c48729,0x773b78d6,0x773b78d6
setupLight,0x19917bcf,0xe66e8430,0x666e8430
setupLightBalance,0xf98e22b7,0x671dd48,0x671dd48
setupLightSpecular,0xfdaaa150,0x2555eaf,0x2555eaf
setupLightDiffuse,0xfbdbeb38,0x42414c7,0x42414c7
FDynamicLight0,0x2941dae4,0xd6be251b,0x56be251b
FDynamicLight1,0x5e46ea72,0xa1b9158d,0x21b9158d
FDynamicLight2,0xc74fbbc8,0x38b04437,0x38b04437
FDynamicLight3,0xb0488b5e,0x4fb774a1,0x4fb774a1
FDynamicLight4,0x2e2c1efd,0xd1d3e102,0x51d3e102
FDynamicLight5,0x592b2e6b,0xa6d4d194,0x26d4d194
FDynamicLight6,0xc0227fd1,0x3fdd802e,0x3fdd802e
FDynamicLight7,0xb7254f47,0x48dab0b8,0x48dab0b8
FDynamicLightDL0,0x3420c6b5,0xcbdf394a,0x4bdf394a
FDynamicLightDL1,0x4327f623,0xbcd809dc,0x3cd809dc
FDynamicLightDL2,0xda2ea799,0x25d15866,0x25d15866
FDynamicLightDL3,0xad29970f,0x52d668f0,0x52d668f0
FDynamicLightDL4,0x334d02ac,0xccb2fd53,0x4cb2fd53
FDynamicLightDL5,0x444a323a,0xbbb5cdc5,0x3bb5cdc5
FDynamicLightDL6,0xdd436380,0x22bc9c7f,0x22bc9c7f
FDynamicLightDL7,0xaa445316,0x55bbace9,0x55bbace9
FInfiniteLight,0x71ca9d8d,0x8e356272,0xe356272
FInfiniteLightB,0xd9a8fa31,0x265705ce,0x265705ce
FInfiniteLightS,0xb318dac3,0x4ce7253c,0x4ce7253c
FInfiniteLightD,0x30cb5f04,0xcf34a0fb,0x4f34a0fb
FPointLight,0x87d3ed6c,0x782c1293,0x782c1293
FPointLightB,0xe5331af,0xf1acce50,0x71acce50
FPointLightD,0xe730949a,0x18cf6b65,0x18cf6b65
FPointLightS,0x64e3115d,0x9b1ceea2,0x1b1ceea2
FPointLightR,0x13e421cb,0xec1bde34,0x6c1bde34
FPointLightBR,0x1100321d,0xeeffcde2,0x6effcde2
FPointLightDR,0x475a959b,0xb8a56a64,0x38a56a64
FPointLightSR,0x42d9110d,0xbd26eef2,0x3d26eef2
FSpotLight,0x16150487,0xe9eafb78,0x69eafb78
dist_attn,0xee6902aa,0x1196fd55,0x1196fd55
ang_attn,0x3c638f4b,0xc39c70b4,0x439c70b4
FSpotLightB,0x391accb6,0xc6e53349,0x46e53349
FSpotLightD,0xd0796983,0x2f86967c,0x2f86967c
FSpotLightS,0x53aaec44,0xac5513bb,0x2c5513bb
FSpotLightR,0x24addcd2,0xdb52232d,0x5b52232d
FSpotLightBR,0x755cd320,0x8aa32cdf,0xaa32cdf
FSpotLightDR,0x230674a6,0xdcf98b59,0x5cf98b59
FSpotLightSR,0x2685f030,0xd97a0fcf,0x597a0fcf
FCapsuleLight,0x67bafde6,0x98450219,0x18450219
diffP1,0xff7bbf0,0xf008440f,0x7008440f
f2,0xbaa98f5e,0x455670a1,0x455670a1
FCuboidLight,0x61ad3eec,0x9e52c113,0x1e52c113
xy_attn,0xe5bee566,0x1a411a99,0x1a411a99
z_attn,0x90037759,0x6ffc88a6,0x6ffc88a6
FCuboidLightB,0xe30dcc5c,0x1cf233a3,0x1cf233a3
FCuboidLightD,0xa6e6969,0xf5919696,0x75919696
FCuboidLightS,0x89bdecae,0x76421351,0x76421351
FBRDF,0x441e5e38,0xbbe1a1c7,0x3be1a1c7
light_param,0xa0900844,0x5f6ff7bb,0x5f6ff7bb
EL,0xb3bda404,0x4c425bfb,0x4c425bfb
FBRDFHalfLambert,0xdda85cce,0x2257a331,0x2257a331
FLighting,0x1cddc66f,0xe3223990,0x63223990
spot_proj_col,0x3f7cace0,0xc083531f,0x4083531f
point_proj_col,0x755e376c,0x8aa1c893,0xaa1c893
pcol,0xa68b50e2,0x5974af1d,0x5974af1d
FLightingVS,0xcf38e453,0x30c71bac,0x30c71bac
FDeferredLightingSamplingLight,0x3a5a336f,0xc5a5cc90,0x45a5cc90
FDeferredLightingSamplingLightDiscontinuityFiltering,0xf09bd04f,0xf642fb0,0xf642fb0
filterOffset,0xfd2fd085,0x2d02f7a,0x2d02f7a
adjustmentOffset,0x5701fc4c,0xa8fe03b3,0x28fe03b3
texSize,0x62664ae9,0x9d99b516,0x1d99b516
texInvSize,0x96201cfd,0x69dfe302,0x69dfe302
texPos,0x99fde764,0x6602189b,0x6602189b
tc,0xde319eef,0x21ce6110,0x21ce6110
weightBilinear,0x2724dfc6,0xd8db2039,0x58db2039
weightTotal,0x4c98d3e7,0xb3672c18,0x33672c18
samp0,0xb223ec4d,0x4ddc13b2,0x4ddc13b2
samp1,0xc524dcdb,0x3adb2324,0x3adb2324
depthDiff,0x6e12fe20,0x91ed01df,0x11ed01df
depthWeight,0x6d07348b,0x92f8cb74,0x12f8cb74
normalWeight,0xc7fe5fb1,0x3801a04e,0x3801a04e
l0,0xae4806f8,0x51b7f907,0x51b7f907
l1,0xd94f366e,0x26b0c991,0x26b0c991
FDeferredLightingSamplingLightDiscontinuityFilteringLayer1,0xd1881a4f,0x2e77e5b0,0x2e77e5b0
FDeferredLightingSamplingLightComformanceFiltering,0xba33cc82,0x45cc337d,0x45cc337d
FLightingDeferredLighting,0x23be1a97,0xdc41e568,0x5c41e568
FLightingDeferredLightingApproximateSpecular,0x50a26e64,0xaf5d919b,0x2f5d919b
diffuseLuminance,0x8e3c1a64,0x71c3e59b,0x71c3e59b
sc,0x91700828,0x6e8ff7d7,0x6e8ff7d7
FLightingDeferredLightingSeparateSpecular,0x128b4462,0xed74bb9d,0x6d74bb9d
FTransparency,0x861e8e22,0x79e171dd,0x79e171dd
透明度,0xffa23b3d,0x5dc4c2,0x5dc4c2
FTransparencyAlpha,0xdcc71ab5,0x2338e54a,0x2338e54a
FUVTransparencyMap,0xa8e99093,0x57166f6c,0x57166f6c
UVSelector,0xb73942e4,0x48c6bd1b,0x48c6bd1b
DefaultFunction,0x3dd0facd,0xc22f0532,0x422f0532
透明度マップのUVを指定,0x9f71e367,0x608e1c98,0x608e1c98
FUVExtend,0x9b95a2b5,0x646a5d4a,0x646a5d4a
FChannelTransparencyMap,0x2363fa8d,0xdc9c0572,0x5c9c0572
ChannelSelector,0x242a60e9,0xdbd59f16,0x5bd59f16
FTransparencyMap,0xcf26f6f5,0x30d9090a,0x30d9090a
FTransparencyDodgeMap,0x31252946,0xcedad6b9,0x4edad6b9
FTransparencyVolume,0xaffa25b8,0x5005da47,0x5005da47
svpos,0x499cadfc,0xb6635203,0x36635203
suv,0x42d856a1,0xbd27a95e,0x3d27a95e
vdist1,0xa1f4cba,0xf5e0b345,0x75e0b345
vdist2,0x93161d00,0x6ce9e2ff,0x6ce9e2ff
FTransparencyAlphaClip,0x3dd1fc21,0xc22e03de,0x422e03de
FTransparencyMapAlphaClip,0x81d9ea65,0x7e26159a,0x7e26159a
FUVAlbedoMap,0x48833112,0xb77cceed,0x377cceed
アルベドマップのUVを指定,0x98b7fd81,0x6748027e,0x6748027e
FUVPrimary,0x9e36ed8d,0x61c91272,0x61c91272
FUVAlbedoBlendMap,0x624db09a,0x9db24f65,0x1db24f65
アルベドブレンドマップのUVを指定,0xb531ac60,0x4ace539f,0x4ace539f
FUVSecondary,0x66c3b10e,0x993c4ef1,0x193c4ef1
FAlbedo,0x21de3891,0xde21c76e,0x5e21c76e
アルベド,0xd4ed6af3,0x2b12950c,0x2b12950c
FAlbedoMap,0x21c57d95,0xde3a826a,0x5e3a826a
アルベドをテクスチャで指定,0xd94a5a03,0x26b5a5fc,0x26b5a5fc
FAlbedoMapColorOnly,0xba561737,0x45a9e8c8,0x45a9e8c8
アルベドをテクスチャで指定。ただし、アルファ成分は1.0固定。,0xdb1ae32c,0x24e51cd3,0x24e51cd3
FAlbedoMapBlend,0xf114cf45,0xeeb30ba,0xeeb30ba
アルベドをブレンドしたテクスチャで指定,0xc4e4326c,0x3b1bcd93,0x3b1bcd93
FAlbedoMapBlendAlpha,0xb994e457,0x466b1ba8,0x466b1ba8
FAlbedoMapBlendTransparencyMap,0x4f15267d,0xb0ead982,0x30ead982
2枚のアルベドを透明度マップでブレンド指定,0xd1fab9c6,0x2e054639,0x2e054639
FAlbedoMapModulate,0x112654ee,0xeed9ab11,0x6ed9ab11
2つのアルベドテクスチャを乗算合成,0x56e38eff,0xa91c7100,0x291c7100
FAlbedoMapAdd,0x4f107eb9,0xb0ef8146,0x30ef8146
2つのアルベドテクスチャを加算合成,0xf6e176cc,0x91e8933,0x91e8933
FAlbedoMapBlendColorOnly,0x2508930a,0xdaf76cf5,0x5af76cf5
2つのアルベドテクスチャをブレンドテクスチャで指定。ただし、AlphaはアルベドのAlpha値固定,0x24005d2b,0xdbffa2d4,0x5bffa2d4
FUVOcclusionMap,0xbca2aa7a,0x435d5585,0x435d5585
オクルージョンマップのUVを指定,0xf20ee007,0xdf11ff8,0xdf11ff8
FUVUnique,0x108ebdee,0xef714211,0x6f714211
FChannelOcclusionMap,0xf787d9cb,0x8782634,0x8782634
FOcclusion,0xadd84613,0x5227b9ec,0x5227b9ec
遮蔽,0xa6b71dca,0x5948e235,0x5948e235
FOcclusionMap,0x9bab43ba,0x6454bc45,0x6454bc45
遮蔽情報をテクスチャから取得,0x24af8cf8,0xdb507307,0x5b507307
FOcclusionAmbient,0x51f4136,0xfae0bec9,0x7ae0bec9
遮蔽情報を環境光のみに適用,0xb4de3a31,0x4b21c5ce,0x4b21c5ce
FOcclusionAmbientMap,0xef6c06cd,0x1093f932,0x1093f932
遮蔽情報をテクスチャから取得し環境光のみに適用,0xc6b1bc49,0x394e43b6,0x394e43b6
FUVNormalMap,0x486dc71d,0xb79238e2,0x379238e2
法線マップのUVを指定,0xd37744fb,0x2c88bb04,0x2c88bb04
FUVNormalBlendMap,0xe06c939a,0x1f936c65,0x1f936c65
法線ブレンドマップのUVを指定,0x7bf21688,0x840de977,0x40de977
FUVDetailNormalMap,0xc69fa34a,0x39605cb5,0x39605cb5
ディティール法線マップのUVを指定,0x6cbd9ef4,0x9342610b,0x1342610b
FUVDetailNormalMap2,0x8c1a8920,0x73e576df,0x73e576df
ディティール法線マップ2のUVを指定,0x9bef8b88,0x64107477,0x64107477
FBump,0xf2e0042f,0xd1ffbd0,0xd1ffbd0
凹凸,0x8aa66179,0x75599e86,0x75599e86
FBumpNormalMap,0x35f4dd28,0xca0b22d7,0x4a0b22d7
法線マップで凹凸を指定,0x18fca485,0xe7035b7a,0x67035b7a
tv,0xb3ec7a04,0x4c1385fb,0x4c1385fb
FBumpNormalMapBlendTransparencyMap,0x2cf4d9ed,0xd30b2612,0x530b2612
2枚の法線マップを透明度マップでブレンド指定,0x8f37000b,0x70c8fff4,0x70c8fff4
tv1,0x8402c7d4,0x7bfd382b,0x7bfd382b
tv2,0x1d0b966e,0xe2f46991,0x62f46991
FBumpDetailNormalMap,0x2419ef5a,0xdbe610a5,0x5be610a5
法線マップにディティール法線マップを追加,0xbcedba2,0xf431245d,0x7431245d
FChannelDetailMap,0x6e98dd3,0xf916722c,0x7916722c
FBumpDetailMaskNormalMap,0x9add6648,0x652299b7,0x652299b7
法線マップにマスクされたディティール法線マップを追加,0x967dbc55,0x698243aa,0x698243aa
FBumpDetailNormalMap2,0x914f1f08,0x6eb0e0f7,0x6eb0e0f7
FBumpHair,0xce50b94f,0x31af46b0,0x31af46b0
髪の毛用の凹凸,0x47f71ba3,0xb808e45c,0x3808e45c
shift,0xa50b3b45,0x5af4c4ba,0x5af4c4ba
FBumpParallax,0x1dd10c88,0xe22ef377,0x622ef377
FBumpParallaxOcclusion,0x321e380,0xfcde1c7f,0x7cde1c7f
tmp,0x2cef7d48,0xd31082b7,0x531082b7
search_ctr,0x84337436,0x7bcc8bc9,0x7bcc8bc9
search_step,0x18a3eb55,0xe75c14aa,0x675c14aa
cur,0x599331c8,0xa66cce37,0x266cce37
para_uv,0x3eeac054,0xc1153fab,0x41153fab
prev,0xbce28855,0x431d77aa,0x431d77aa
psub,0xed38244e,0x12c7dbb1,0x12c7dbb1
csub,0xaf94dc3f,0x506b23c0,0x506b23c0
denom,0x3547ad06,0xcab852f9,0x4ab852f9
uvs,0x1d128d5f,0xe2ed72a0,0x62ed72a0
nuv,0x56266682,0xa9d9997d,0x29d9997d
FLightMask,0xdfd15e53,0x202ea1ac,0x202ea1ac
FLightMaskSolid0,0x2400ba7f,0xdbff4580,0x5bff4580
FLightMaskSolid1,0x53078ae9,0xacf87516,0x2cf87516
FLightMaskSolid01,0x434283a0,0xbcbd7c5f,0x3cbd7c5f
FLightMaskTransparent0,0xff14295a,0xebd6a5,0xebd6a5
FLightMaskTransparent1,0x881319cc,0x77ece633,0x77ece633
FLightMaskTransparent01,0x89d4374,0xf762bc8b,0x7762bc8b
FLightMaskEnable,0xe1086a06,0x1ef795f9,0x1ef795f9
FAmbient,0x9b101029,0x64efefd6,0x64efefd6
環境光,0x3bb51e73,0xc44ae18c,0x444ae18c
FAmbientSH,0xf1b9c155,0xe463eaa,0xe463eaa
FUVLightMap,0x675cc8c8,0x98a33737,0x18a33737
ライトマップのUVを指定,0x7f12381a,0x80edc7e5,0xedc7e5
FUVThinMap,0xf3e5013f,0xc1afec0,0xc1afec0
薄さマップのUVを指定,0xa78cd31e,0x58732ce1,0x58732ce1
FChannelThinMap,0x91764f22,0x6e89b0dd,0x6e89b0dd
FDiffuse,0x76a02490,0x895fdb6f,0x95fdb6f
拡散光,0xbb340e4c,0x44cbf1b3,0x44cbf1b3
FDiffusePLS,0xe77e0d2d,0x1881f2d2,0x1881f2d2
dif,0xa071ae6d,0x5f8e5192,0x5f8e5192
FDiffuseConstant,0x49e01a71,0xb61fe58e,0x361fe58e
拡散反射量を定数で指定,0xcbf15727,0x340ea8d8,0x340ea8d8
FDiffuseConstantPLS,0x7847ed68,0x87b81297,0x7b81297
FDiffuseConstantSRGB,0x23629777,0xdc9d6888,0x5c9d6888
拡散反射量をsRGB空間の定数で指定,0x92507f60,0x6daf809f,0x6daf809f
FDiffuseConstantSRGBPLS,0xf15195ba,0xeae6a45,0xeae6a45
FDiffuseConstantSRGBVertexColor,0x944579ef,0x6bba8610,0x6bba8610
FDiffuseConstantSRGBVertexColorPLS,0x67a6174c,0x9859e8b3,0x1859e8b3
FDiffuseSH,0xe50acda1,0x1af5325e,0x1af5325e
拡散反射量をSHで指定,0xca727431,0x358d8bce,0x358d8bce
FDiffuseSHPLS,0x7b68804a,0x84977fb5,0x4977fb5
FDiffuseThinSH,0x5659dc38,0xa9a623c7,0x29a623c7
拡散反射量を薄さマップを考慮したSHで指定,0x14292e72,0xebd6d18d,0x6bd6d18d
FDiffuseThinSHPLS,0x281120d8,0xd7eedf27,0x57eedf27
FDiffuseThin,0xa8bf26b8,0x5740d947,0x5740d947
拡散反射量を薄さマップで指定,0xd9f58ae0,0x260a751f,0x260a751f
diffuseThin,0xe12fccfc,0x1ed03303,0x1ed03303
FDiffuseThinPLS,0x6e1e75dc,0x91e18a23,0x11e18a23
FDiffuseLightMap,0x728dadee,0x8d725211,0xd725211
拡散反射量をライトマップで指定,0xe50fc737,0x1af038c8,0x1af038c8
sd,0xf149d8b,0xf0eb6274,0x70eb6274
FDiffuseLightMapPLS,0x168f3704,0xe970c8fb,0x6970c8fb
FDiffuseLightMapOcclusion,0x5768c2f0,0xa8973d0f,0x28973d0f
拡散反射量をライトマップで指定し、ライトマップの輝度をオクルージョン値とする,0x43b945c3,0xbc46ba3c,0x3c46ba3c
FDiffuseLightMapOcclusionPLS,0x3232d8c4,0xcdcd273b,0x4dcd273b
FDiffuseVertexColor,0x747d299d,0x8b82d662,0xb82d662
拡散反射量を頂点カラーで指定,0x8d1ae4a9,0x72e51b56,0x72e51b56
FDiffuseVertexColorPLS,0xa26a4e58,0x5d95b1a7,0x5d95b1a7
FDiffuseVertexColorOcclusion,0xfb106f04,0x4ef90fb,0x4ef90fb
拡散反射量を頂点カラーで指定し、ライトマップの輝度をオクルージョン値とする,0x7735f163,0x88ca0e9c,0x8ca0e9c
FDiffuseVertexColorOcclusionPLS,0xc58838ce,0x3a77c731,0x3a77c731
FDiffuseVertexColorSH,0x2e15cd8c,0xd1ea3273,0x51ea3273
拡散反射量を頂点カラーとSHで指定,0x673123b9,0x98cedc46,0x18cedc46
FDiffuseVertexColorSHPLS,0xc6f558c7,0x390aa738,0x390aa738
FDiffuseMD,0x38fdbe55,0xc70241aa,0x470241aa
マテリアルのDiffuseのみ影響させる,0x9a4e0409,0x65b1fbf6,0x65b1fbf6
FDiffuseVertexColorMD,0xf3e2be78,0xc1d4187,0xc1d4187
マテリアルのDiffuseと頂点カラーのみ影響させる,0x7f934bda,0x806cb425,0x6cb425
FDiffuseNone,0x4ac7c889,0xb5383776,0x35383776
Diffuseなし,0x3b9178ba,0xc46e8745,0x446e8745
プライマリUV座標を選択,0x809140e3,0x7f6ebf1c,0x7f6ebf1c
セカンダリUV座標を選択,0x9254f90,0xf6dab06f,0x76dab06f
ユニークUV座標を選択,0xef92c81d,0x106d37e2,0x106d37e2
拡張UV座標を選択,0x54ec74c3,0xab138b3c,0x2b138b3c
FUVViewNormal,0x442a7f74,0xbbd5808b,0x3bd5808b
ビュー空間の法線をUVに選択,0xe22bfa65,0x1dd4059a,0x1dd4059a
FUVScreen,0x7f608aa9,0x809f7556,0x9f7556
スクリーン座標をUVに選択,0xa9c5d8c3,0x563a273c,0x563a273c
FUVIndirectMap,0x4e83966b,0xb17c6994,0x317c6994
FUVIndirectSource,0x7d263eae,0x82d9c151,0x2d9c151
FUVIndirect,0x77814d23,0x887eb2dc,0x87eb2dc
ソースUVをインダイレクトテクスチャで変調,0x275b8063,0xd8a47f9c,0x58a47f9c
FUVIndirectMask,0xf9613fd8,0x69ec027,0x69ec027
FChannelR,0x68a821f4,0x9757de0b,0x1757de0b
Rチャンネル,0xe336043f,0x1cc9fbc0,0x1cc9fbc0
FChannelG,0x575c51f,0xfa8a3ae0,0x7a8a3ae0
Gチャンネル,0x7f48e7b7,0x80b71848,0xb71848
FChannelB,0x751f3190,0x8ae0ce6f,0xae0ce6f
Bチャンネル,0x5113aa1,0xfaeec55e,0x7aeec55e
FChannelA,0xec16602a,0x13e99fd5,0x13e99fd5
Aチャンネル,0x2cd98e53,0xd32671ac,0x532671ac
FChannelBlend,0xdad5982a,0x252a67d5,0x252a67d5
4チャンネルの任意レートでの合成,0xde524247,0x21adbdb8,0x21adbdb8
FUVFresnelMap,0x68c821b7,0x9737de48,0x1737de48
フレネルマップのUVを指定,0x203e07a4,0xdfc1f85b,0x5fc1f85b
FChannelFresnelMap,0x7bcab183,0x84354e7c,0x4354e7c
FFresnel,0xdd7e5b7e,0x2281a481,0x2281a481
フレネル,0x50f093d0,0xaf0f6c2f,0x2f0f6c2f
FFresnelSchlick,0x42f73924,0xbd08c6db,0x3d08c6db
Schlickフレネル,0x27200335,0xd8dffcca,0x58dffcca
FFresnelSchlickRGB,0xa58adec9,0x5a752136,0x5a752136
FFresnelSchlickMap,0xb9f9e820,0x460617df,0x460617df
Schlickフレネル値をテクスチャで指定,0xaf09b5ac,0x50f64a53,0x50f64a53
FReflect,0x56853ca8,0xa97ac357,0x297ac357
完全鏡面反射光,0x5326a2d,0xfacd95d2,0x7acd95d2
FReflectCubeMap,0x98570ffe,0x67a8f001,0x67a8f001
キューブマップ指定の完全鏡面反射,0x71ba2c54,0x8e45d3ab,0xe45d3ab
FReflectSphereMap,0xb74aad48,0x48b552b7,0x48b552b7
スフィアマップ指定の完全鏡面反射,0x38cbc31b,0xc7343ce4,0x47343ce4
FReflectGlobalCubeMap,0x479f2a43,0xb860d5bc,0x3860d5bc
グローバルキューブマップ指定の完全鏡面反射,0x9f506303,0x60af9cfc,0x60af9cfc
FUVSpecularMap,0x5d00e,0xfffa2ff1,0x7ffa2ff1
スペキュラマップのUVを指定,0x24885f1d,0xdb77a0e2,0x5b77a0e2
FUVSpecularBlendMap,0x74864e7b,0x8b79b184,0xb79b184
スペキュラブレンドマップのUVを指定,0x425d8a48,0xbda275b7,0x3da275b7
FChannelSpecularMap,0x21a2262b,0xde5dd9d4,0x5e5dd9d4
FSpecular,0x252af145,0xdad50eba,0x5ad50eba
FSpecularMap,0xbadba7f,0xf4524580,0x74524580
鏡面反射量をテクスチャで指定,0xbe58b9ba,0x41a74645,0x41a74645
FSpecularMapBlendTransparencyMap,0x2dc702be,0xd238fd41,0x5238fd41
鏡面反射量をブレンドしたテクスチャで指定,0xc322be4e,0x3cdd41b1,0x3cdd41b1
FSpecularDisable,0x54988c06,0xab6773f9,0x2b6773f9
全ての鏡面反射を無効化,0xa220549b,0x5ddfab64,0x5ddfab64
FUVShininessMap,0xf2f9d9dc,0xd062623,0xd062623
粗さマップのUVを指定,0x26bece43,0xd94131bc,0x594131bc
FChannelShininessMap,0xb9dcaa6d,0x46235592,0x46235592
FShininess,0xd8f62844,0x2709d7bb,0x2709d7bb
FShininessMap,0xd5f0301c,0x2a0fcfe3,0x2a0fcfe3
表面の粗さをテクスチャ指定,0x949b54d9,0x6b64ab26,0x6b64ab26
FUVEmissionMap,0x987be42e,0x67841bd1,0x67841bd1
放射マップのUVを指定,0xea7f1fff,0x1580e000,0x1580e000
FChannelEmissionMap,0xb9dc120b,0x4623edf4,0x4623edf4
FEmission,0x27f78fe8,0xd8087017,0x58087017
放射光,0x3d6984b1,0xc2967b4e,0x42967b4e
FEmissionConstant,0x6701c9f4,0x98fe360b,0x18fe360b
放射量を定数で指定,0x986fb2b6,0x67904d49,0x67904d49
FEmissionConstantEflEmu,0x909a443d,0x6f65bbc2,0x6f65bbc2
放射量を定数で指定(efl描画でMTFLのエミッションをエミュレート),0x18c31ef4,0xe73ce10b,0x673ce10b
FEmissionMap,0x93d38e5f,0x6c2c71a0,0x6c2c71a0
放射量をテクスチャで指定,0x4f86d55f,0xb0792aa0,0x30792aa0
